Representative,Committee,Rank,Congress,Last Name,First Name,Middle Initial,State,bioguideID
Butterfield,EnergyandCommerce.,,115,Butterfield,,,,B001251
Byrne,ArmedServices.,,115,Byrne,,,,B001289
Byrne,EducationandtheWorkforce.,,115,Byrne,,,,B001289
Capuano,FinancialServices.,,115,Capuano,,,,C001037
Capuano,TransportationandInfrastructure.,,115,Capuano,,,,C001037
Carbajal,ArmedServices.,,115,Carbajal,,,,C001112
Carbajal,Budget.,,115,Carbajal,,,,C001112
Ca´rdenas,EnergyandCommerce.,,115,Cárdenas,,,,C001097
"Carson,Andre´,ofIndiana",TransportationandInfrastructure.,,115,Carson,"André,ofIndiana",,,C001072
"Carson,Andre´,ofIndiana",PermanentSelectCommitteeonIntelligence.,,115,Carson,"André,ofIndiana",,,C001072
"Carter,EarlL.‘‘Buddy’’,of Georgia",EnergyandCommerce.,,115,Carter,"EarlL.‘‘Buddy’’,of",,,
"Carter,JohnR.,ofTexas",Appropriations.,,115,Carter,"JohnR.,ofTexas",,,
Cartwright,OversightandGovernmentReform.,,115,Cartwright,,,,C001090
"Castor,Kathy,ofFlorida",EnergyandCommerce.,,115,Castor,"Kathy,ofFlorida",,,C001066
"Castro,Joaquin,ofTexas",ForeignAffairs.,,115,Castro,"Joaquin,ofTexas",,,C001091
"Castro,Joaquin,ofTexas",PermanentSelectCommitteeonIntelligence.,,115,Castro,"Joaquin,ofTexas",,,C001091
Chabot,"SmallBusiness,chair.",,115,Chabot,,,,C000266
Chabot,ForeignAffairs.,,115,Chabot,,,,C000266
Cheney,ArmedServices.,,115,Cheney,,,,C001109
Cheney,NaturalResources.,,115,Cheney,,,,C001109
"Chu,Judy,ofCalifornia",SmallBusiness.,,115,Chu,"Judy,ofCalifornia",,,C001080
"Chu,Judy,ofCalifornia",WaysandMeans.,,115,Chu,"Judy,ofCalifornia",,,C001080
Cicilline,ForeignAffairs.,,115,Cicilline,,,,C001084
"Clark,KatherineM.,of Massachusetts",Appropriations.,,115,Clark,"KatherineM.,of",,,C001101
"Clarke,YvetteD.,ofNewYork",EnergyandCommerce.,,115,Clarke,"YvetteD.,ofNewYork",,,C001067
"Clarke,YvetteD.,ofNewYork",Ethics.,,115,Clarke,"YvetteD.,ofNewYork",,,C001067
"Clarke,YvetteD.,ofNewYork",SmallBusiness.,,115,Clarke,"YvetteD.,ofNewYork",,,C001067
Clay,FinancialServices.,,115,Clay,,,,C001049
Clay,NaturalResources.,,115,Clay,,,,C001049
Clay,OversightandGovernmentReform.,,115,Clay,,,,C001049
Cloud,OversightandGovernmentReform.,,115,Cloud,,,,C001115
Cloud,"Science,Space,andTechnology.",,115,Cloud,,,,C001115
Cleaver,FinancialServices.,,115,Cleaver,,,,C001061
Clyburn,AssistantDemocraticLeader.,,115,Clyburn,,,,C000537
Coffman,ArmedServices.,,115,Coffman,,,,C001077
Coffman,Veterans’Affairs.,,115,Coffman,,,,C001077
Cohen,TransportationandInfrastructure.,,115,Cohen,,,,C001068
"Collins,Chris,ofNewYork",EnergyandCommerce.,,115,Collins,"Chris,ofNewYork",,,
"Collins,Doug,ofGeorgia",Judiciary.,,115,Collins,"Doug,ofGeorgia",,,
"Collins,Doug,ofGeorgia",Rules.,,115,Collins,"Doug,ofGeorgia",,,
Comer,OversightandGovernmentReform.,,115,Comer,,,,C001108
Comer,SmallBusiness.,,115,Comer,,,,C001108
Comstock,HouseAdministration.,,115,Comstock,,,,C001105
Comstock,"Science,Space,andTechnology.",,115,Comstock,,,,C001105
Comstock,TransportationandInfrastructure.,,115,Comstock,,,,C001105
Conaway,"Agriculture,chair.",,115,Conaway,,,,C001062
Conaway,JointEconomicCommittee ArmedServices.,,115,Conaway,,,,C001062
Conaway,PermanentSelectCommitteeonIntelligence.,,115,Conaway,,,,C001062
Connolly,ForeignAffairs.,,115,Connolly,,,,C001078
Connolly,OversightandGovernmentReform.,,115,Connolly,,,,C001078
Cook,ArmedServices.,,115,Cook,,,,C001094
Cook,ForeignAffairs.,,115,Cook,,,,C001094
Cook,NaturalResources.,,115,Cook,,,,C001094
Cooper,ArmedServices.,,115,Cooper,,,,C000754
Cooper,OversightandGovernmentReform.,,115,Cooper,,,,C000754
Correa,HomelandSecurity.,,115,Correa,,,,C001110
Correa,Veterans’Affairs.,,115,Correa,,,,C001110
Costa,NaturalResources.,,115,Costa,,,,C001059
"Costello,RyanA.,of Pennsylvania",EnergyandCommerce.,,115,Costello,"RyanA.,of",,,C001106
Courtney,ArmedServices.,,115,Courtney,,,,C001069
Courtney,EducationandtheWorkforce.,,115,Courtney,,,,C001069
Cramer,EnergyandCommerce.,,115,Cramer,,,,C001096
Crawford,TransportationandInfrastructure.,,115,Crawford,,,,C001087
Crawford,PermanentSelectCommitteeonIntelligence.,,115,Crawford,,,,C001087
Crist,FinancialServices.,,115,Crist,,,,C001111
Crist,"Science,Space,andTechnology.",,115,Crist,,,,C001111
Crowley,WaysandMeans.,,115,Crowley,,,,C001038
Cummings,OversightandGovernmentReform.,,115,Cummings,,,,C000984
Cummings,TransportationandInfrastructure.,,115,Cummings,,,,C000984
"Curbelo,Carlos,ofFlorida",WaysandMeans.,,115,Curbelo,"Carlos,ofFlorida",,,C001107
Curtis,ForeignAffairs.,,115,Curtis,,,,C001114
Curtis,NaturalResources.,,115,Curtis,,,,C001114
Curtis,SmallBusiness.,,115,Curtis,,,,C001114
Davidson,FinancialServices.,,115,Davidson,,,,D000626
"Davis,DannyK.,ofIllinois",WaysandMeans.,,115,Davis,"DannyK.,ofIllinois",,,
"Davis,Rodney,ofIllinois",Agriculture.,,115,Davis,"Rodney,ofIllinois",,,
"Davis,Rodney,ofIllinois",HouseAdministration.,,115,Davis,"Rodney,ofIllinois",,,
"Davis,Rodney,ofIllinois",TransportationandInfrastructure.,,115,Davis,"Rodney,ofIllinois",,,
"Davis,Rodney,ofIllinois","JointCommitteeonPrinting,vicechair.",,115,Davis,"Rodney,ofIllinois",,,
"Davis,SusanA.,ofCalifornia",ArmedServices.,,115,Davis,"SusanA.,ofCalifornia",,,
"Davis,SusanA.,ofCalifornia",EducationandtheWorkforce.,,115,Davis,"SusanA.,ofCalifornia",,,
DeFazio,TransportationandInfrastructure.,,115,DeFazio,,,,D000191
DeGette,EnergyandCommerce.,,115,DeGette,,,,D000197
Delaney,FinancialServices.,,115,Delaney,,,,D000620
Delaney,JointEconomicCommittee.,,115,Delaney,,,,D000620
DelBene,WaysandMeans.,,115,DelBene,,,,D000617
Demings,HomelandSecurity.,,115,Demings,,,,D000627
Denham,NaturalResources.,,115,Denham,,,,D000612
Denham,TransportationandInfrastructure.,,115,Denham,,,,D000612
DeSantis,ForeignAffairs.,,115,DeSantis,,,,D000621
DeSantis,OversightandGovernmentReform.,,115,DeSantis,,,,D000621
DeSaulnier,EducationandtheWorkforce.,,115,DeSaulnier,,,,D000623
DeSaulnier,OversightandGovernmentReform.,,115,DeSaulnier,,,,D000623
DeSaulnier,TransportationandInfrastructure.,,115,DeSaulnier,,,,D000623
DesJarlais,ArmedServices.,,115,DesJarlais,,,,D000616
DesJarlais,OversightandGovernmentReform.,,115,DesJarlais,,,,D000616
Deutch,ForeignAffairs.,,115,Deutch,,,,D000610
Dingell,EnergyandCommerce.,,115,Dingell,,,,D000624
Doggett,WaysandMeans.,,115,Doggett,,,,D000399
Donovan,ForeignAffairs.,,115,Donovan,,,,D000625
Donovan,HomelandSecurity.,,115,Donovan,,,,D000625
"Doyle,MichaelF.,of Pennsylvania",EnergyandCommerce.,,115,Doyle,"MichaelF.,of",,,D000482
Duffy,FinancialServices.,,115,Duffy,,,,D000614
"Duncan,Jeff,ofSouthCarolina",EnergyandCommerce.,,115,Duncan,"Jeff,ofSouthCarolina",,,
"Duncan,JohnJ.,Jr.,of Tennessee",OversightandGovernmentReform.,,115,Duncan,"JohnJ.,Jr.,of",,,
"Duncan,JohnJ.,Jr.,of Tennessee",TransportationandInfrastructure.,,115,Duncan,"JohnJ.,Jr.,of",,,
Dunn,"Science,Space,andTechnology.",,115,Dunn,,,,D000628
Dunn,Veterans’Affairs.,,115,Dunn,,,,D000628
Ellison,FinancialServices.,,115,Ellison,,,,E000288
Emmer,FinancialServices.,,115,Emmer,,,,E000294
Engel,EnergyandCommerce.,,115,Engel,,,,E000179
Engel,ForeignAffairs.,,115,Engel,,,,E000179
Eshoo,EnergyandCommerce.,,115,Eshoo,,,,E000215
Espaillat,EducationandtheWorkforce.,,115,Espaillat,,,,E000297
Espaillat,ForeignAffairs.,,115,Espaillat,,,,E000297
Espaillat,SmallBusiness.,,115,Espaillat,,,,E000297
"Estes,Ron,ofKansas",EducationandtheWorkforce.,,115,Estes,"Ron,ofKansas",,,E000298
"Estes,Ron,ofKansas",HomelandSecurity.,,115,Estes,"Ron,ofKansas",,,E000298
"Esty,ElizabethH.,of Connecticut","Science,Space,andTechnology.",,115,Esty,"ElizabethH.,of",,,E000293
"Esty,ElizabethH.,of Connecticut",TransportationandInfrastructure.,,115,Esty,"ElizabethH.,of",,,E000293
"Esty,ElizabethH.,of Connecticut",Veterans’Affairs.,,115,Esty,"ElizabethH.,of",,,E000293
Evans,SmallBusiness.,,115,Evans,,,,E000296
Faso,TransportationandInfrastructure.,,115,Faso,,,,F000464
Ferguson,EducationandtheWorkforce.,,115,Ferguson,,,,F000465
Ferguson,TransportationandInfrastructure.,,115,Ferguson,,,,F000465
Fitzpatrick,ForeignAffairs.,,115,Fitzpatrick,,,,
Fitzpatrick,HomelandSecurity.,,115,Fitzpatrick,,,,
Fitzpatrick,SmallBusiness.,,115,Fitzpatrick,,,,
Flores,EnergyandCommerce.,,115,Flores,,,,F000461
Foster,FinancialServices.,,115,Foster,,,,F000454
Foster,"Science,Space,andTechnology.",,115,Foster,,,,F000454
Foxx,"EducationandtheWorkforce,chair.",,115,Foxx,,,,F000450
Foxx,OversightandGovernmentReform.,,115,Foxx,,,,F000450
"Frankel,Lois,ofFlorida",ForeignAffairs.,,115,Frankel,"Lois,ofFlorida",,,F000462
"Frankel,Lois,ofFlorida",TransportationandInfrastructure.,,115,Frankel,"Lois,ofFlorida",,,F000462
Frelinghuysen,"Appropriations,chair.",,115,Frelinghuysen,,,,F000372
Fudge,EducationandtheWorkforce.,,115,Fudge,,,,F000455
Gabbard,ArmedServices.,,115,Gabbard,,,,G000571
Gabbard,ForeignAffairs.,,115,Gabbard,,,,G000571
Gaetz,ArmedServices.,,115,Gaetz,,,,G000578
Gallagher,ArmedServices.,,115,Gallagher,,,,G000579
Gallagher,HomelandSecurity.,,115,Gallagher,,,,G000579
Gallagher,TransportationandInfrastructure.,,115,Gallagher,,,,G000579
Gallego,ArmedServices.,,115,Gallego,,,,G000574
Gallego,NaturalResources.,,115,Gallego,,,,G000574
Garamendi,ArmedServices.,,115,Garamendi,,,,G000559
Garamendi,TransportationandInfrastructure.,,115,Garamendi,,,,G000559
Garrett,EducationandtheWorkforce.,,115,Garrett,,,,
Garrett,ForeignAffairs.,,115,Garrett,,,,
Garrett,HomelandSecurity.,,115,Garrett,,,,
Gianforte,NaturalResources.,,115,Gianforte,,,,G000584
Gianforte,OversightandGovernmentReform.,,115,Gianforte,,,,G000584
Gibbs,TransportationandInfrastructure.,,115,Gibbs,,,,G000563
Gohmert,NaturalResources.,,115,Gohmert,,,,G000552
Gomez,NaturalResources.,,115,Gomez,,,,G000585
Gomez,OversightandGovernmentReform.,,115,Gomez,,,,G000585
"Gonzalez,Vicente,ofTexas",FinancialServices.,,115,Gonzalez,"Vicente,ofTexas",,,G000581
"Gonza´lez-Colo´n,Jenniffer,of PuertoRico",NaturalResources.,,115,González-Colón,"Jenniffer,of",,,G000582
"Gonza´lez-Colo´n,Jenniffer,of PuertoRico",SmallBusiness.,,115,González-Colón,"Jenniffer,of",,,G000582
"Gonza´lez-Colo´n,Jenniffer,of PuertoRico",Veterans’Affairs.,,115,González-Colón,"Jenniffer,of",,,G000582
Goodlatte,"Judiciary,chair.",,115,Goodlatte,,,,G000289
Gosar,NaturalResources.,,115,Gosar,,,,G000565
Gosar,OversightandGovernmentReform.,,115,Gosar,,,,G000565
Gottheimer,FinancialServices.,,115,Gottheimer,,,,G000583
Gowdy,"OversightandGovernmentReform,chair.",,115,Gowdy,,,,G000566
Gowdy,PermanentSelectCommitteeonIntelligence.,,115,Gowdy,,,,G000566
"Graves,Garret,ofLouisiana",NaturalResources.,,115,Graves,"Garret,ofLouisiana",,,
"Graves,Garret,ofLouisiana",TransportationandInfrastructure.,,115,Graves,"Garret,ofLouisiana",,,
"Graves,Sam,ofMissouri",ArmedServices.,,115,Graves,"Sam,ofMissouri",,,
"Graves,Sam,ofMissouri",TransportationandInfrastructure.,,115,Graves,"Sam,ofMissouri",,,
"Graves,Tom,ofGeorgia",Appropriations.,,115,Graves,"Tom,ofGeorgia",,,
"Green,Al,ofTexas",FinancialServices.,,115,Green,"Al,ofTexas",,,
"Green,Gene,ofTexas",EnergyandCommerce.,,115,Green,"Gene,ofTexas",,,
Griffith,EnergyandCommerce.,,115,Griffith,,,,G000568
Grijalva,EducationandtheWorkforce.,,115,Grijalva,,,,G000551
Grijalva,NaturalResources.,,115,Grijalva,,,,G000551
Grothman,EducationandtheWorkforce.,,115,Grothman,,,,G000576
Grothman,OversightandGovernmentReform.,,115,Grothman,,,,G000576
Guthrie,EducationandtheWorkforce.,,115,Guthrie,,,,G000558
Guthrie,EnergyandCommerce.,,115,Guthrie,,,,G000558
Gutie´rrez,Judiciary.,,115,Gutierrez,,,,G000535
Hanabusa,ArmedServices.,,115,Hanabusa,,,,H001050
Hanabusa,NaturalResources.,,115,Hanabusa,,,,H001050
Hanabusa,"Science,Space,andTechnology.",,115,Hanabusa,,,,H001050
Handel,EducationandtheWorkforce.,,115,Handel,,,,H001078
Handel,JointEconomicCommittee.,,115,Handel,,,,H001078
Harper,"HouseAdministration,chair.",,115,Harper,,,,H001045
Harper,"JointCommitteeontheLibrary,chair.",,115,Harper,,,,H001045
Harper,EnergyandCommerce.,,115,Harper,,,,H001045
Harper,JointCommitteeonPrinting.,,115,Harper,,,,H001045
Hartzler,ArmedServices.,,115,Hartzler,,,,H001053
Heck,FinancialServices.,,115,Heck,,,,
Heck,PermanentSelectCommitteeonIntelligence.,,115,Heck,,,,
Hensarling,"FinancialServices,chair.",,115,Hensarling,,,,H001036
HerreraBeutler,Appropriations.,,115,Herrera Beutler,,,,H001056
"Hice,JodyB.,ofGeorgia",ArmedServices.,,115,Hice,"JodyB.,ofGeorgia",,,H001071
"Hice,JodyB.,ofGeorgia",NaturalResources.,,115,Hice,"JodyB.,ofGeorgia",,,H001071
"Hice,JodyB.,ofGeorgia",OversightandGovernmentReform.,,115,Hice,"JodyB.,ofGeorgia",,,H001071
"Higgins,Brian,ofNewYork",Budget.,,115,Higgins,"Brian,ofNewYork",,,
"Higgins,Brian,ofNewYork",WaysandMeans.,,115,Higgins,"Brian,ofNewYork",,,
"Higgins,Clay,ofLouisiana",HomelandSecurity.,,115,Higgins,"Clay,ofLouisiana",,,
"Higgins,Clay,ofLouisiana","Science,Space,andTechnology.",,115,Higgins,"Clay,ofLouisiana",,,
"Higgins,Clay,ofLouisiana",Veterans’Affairs.,,115,Higgins,"Clay,ofLouisiana",,,
Hill,FinancialServices.,,115,Hill,,,,H001072
Himes,FinancialServices.,,115,Himes,,,,H001047
Himes,PermanentSelectCommitteeonIntelligence.,,115,Himes,,,,H001047
Holding,WaysandMeans.,,115,Holding,,,,H001065
Hollingsworth,FinancialServices.,,115,Hollingsworth,,,,H001074
Hoyer,DemocraticWhip.,,115,Hoyer,,,,H000874
Hudson,EnergyandCommerce.,,115,Hudson,,,,H001067
Huffman,NaturalResources.,,115,Huffman,,,,H001068
Huffman,TransportationandInfrastructure.,,115,Huffman,,,,H001068
Huizenga,FinancialServices.,,115,Huizenga,,,,H001058
Hultgren,FinancialServices.,,115,Hultgren,,,,H001059
Hultgren,"Science,Space,andTechnology.",,115,Hultgren,,,,H001059
Hunter,ArmedServices.,,115,Hunter,,,,H001048
Hunter,EducationandtheWorkforce.,,115,Hunter,,,,H001048
Hunter,TransportationandInfrastructure.,,115,Hunter,,,,H001048
Hurd,HomelandSecurity.,,115,Hurd,,,,H001073
Hurd,OversightandGovernmentReform.,,115,Hurd,,,,H001073
Hurd,PermanentSelectCommitteeonIntelligence.,,115,Hurd,,,,H001073
Issa,ForeignAffairs.,,115,Issa,,,,I000056
Issa,OversightandGovernmentReform.,,115,Issa,,,,I000056
JacksonLee,Budget.,,115,Jackson Lee,,,,J000032
JacksonLee,HomelandSecurity.,,115,Jackson Lee,,,,J000032
JacksonLee,Judiciary.,,115,Jackson Lee,,,,J000032
Jeffries,"Jenkins,EvanH.,ofWest Appropriations.",,115,Jeffries,,,,J000294
"Jenkins,Lynn,ofKansas",WaysandMeans.,,115,Jenkins,"Lynn,ofKansas",,,
"Johnson,Bill,ofOhio",Budget.,,115,Johnson,"Bill,ofOhio",,,
"Johnson,Bill,ofOhio",EnergyandCommerce.,,115,Johnson,"Bill,ofOhio",,,
"Johnson,EddieBernice,of Texas","Science,Space,andTechnology.",,115,Johnson,"EddieBernice,of",,,
"Johnson,EddieBernice,of Texas",TransportationandInfrastructure.,,115,Johnson,"EddieBernice,of",,,
"Johnson,HenryC.‘‘Hank’’,Jr., ofGeorgia",Judiciary.,,115,Johnson,"HenryC.‘‘Hank’’,Jr.",,,
"Johnson,HenryC.‘‘Hank’’,Jr., ofGeorgia",TransportationandInfrastructure.,,115,Johnson,"HenryC.‘‘Hank’’,Jr.",,,
"Johnson,Mike,ofLouisiana",Judiciary.,,115,Johnson,"Mike,ofLouisiana",,,
"Johnson,Mike,ofLouisiana",NaturalResources.,,115,Johnson,"Mike,ofLouisiana",,,
"Johnson,Sam,ofTexas",WaysandMeans.,,115,Johnson,"Sam,ofTexas",,,
"Johnson,Sam,ofTexas",JointCommitteeonTaxation.,,115,Johnson,"Sam,ofTexas",,,
Jones,ArmedServices.,,115,Jones,,,,
Jordan,OversightandGovernmentReform.,,115,Jordan,,,,J000289
"Joyce,DavidP.,ofOhio",Appropriations.,,115,Joyce,"DavidP.,ofOhio",,,J000295
Katko,HomelandSecurity.,,115,Katko,,,,K000386
Katko,TransportationandInfrastructure.,,115,Katko,,,,K000386
Keating,ForeignAffairs.,,115,Keating,,,,K000375
Keating,HomelandSecurity.,,115,Keating,,,,K000375
"Kelly,Mike,ofPennsylvania",WaysandMeans.,,115,Kelly,"Mike,ofPennsylvania",,,
"Kelly,RobinL.,ofIllinois",ForeignAffairs.,,115,Kelly,"RobinL.,ofIllinois",,,
"Kelly,RobinL.,ofIllinois",OversightandGovernmentReform.,,115,Kelly,"RobinL.,ofIllinois",,,
"Kelly,Trent,ofMississippi",Agriculture.,,115,Kelly,"Trent,ofMississippi",,,
"Kelly,Trent,ofMississippi",ArmedServices.,,115,Kelly,"Trent,ofMississippi",,,
"Kelly,Trent,ofMississippi",SmallBusiness.,,115,Kelly,"Trent,ofMississippi",,,
Kennedy,EnergyandCommerce.,,115,Kennedy,,,,
Khanna,ArmedServices.,,115,Khanna,,,,K000389
Kihuen,FinancialServices.,,115,Kihuen,,,,K000390
Kildee,FinancialServices.,,115,Kildee,,,,K000380
Kind,WaysandMeans.,,115,Kind,,,,K000188
"King,PeterT.,ofNewYork",FinancialServices.,,115,King,"PeterT.,ofNewYork",,,
"King,PeterT.,ofNewYork",HomelandSecurity.,,115,King,"PeterT.,ofNewYork",,,
"King,PeterT.,ofNewYork",PermanentSelectCommitteeonIntelligence.,,115,King,"PeterT.,ofNewYork",,,
"King,Steve,ofIowa",Agriculture.,,115,King,"Steve,ofIowa",,,
"King,Steve,ofIowa",Judiciary.,,115,King,"Steve,ofIowa",,,
"King,Steve,ofIowa",SmallBusiness.,,115,King,"Steve,ofIowa",,,
Kinzinger,EnergyandCommerce.,,115,Kinzinger,,,,K000378
Kinzinger,ForeignAffairs.,,115,Kinzinger,,,,K000378
Knight,ArmedServices.,,115,Knight,,,,K000387
Knight,"Science,Space,andTechnology.",,115,Knight,,,,K000387
Knight,SmallBusiness.,,115,Knight,,,,K000387
Krishnamoorthi,EducationandtheWorkforce.,,115,Krishnamoorthi,,,,K000391
Krishnamoorthi,OversightandGovernmentReform.,,115,Krishnamoorthi,,,,K000391
Kuster,Veterans’Affairs.,,115,Kuster,,,,K000382
Kustoff,FinancialServices.,,115,Kustoff,,,,K000392
Labrador,NaturalResources.,,115,Labrador,,,,L000573
LaHood,WaysandMeans.,,115,LaHood,,,,L000585
LaHood,JointEconomicCommittee.,,115,LaHood,,,,L000585
LaMalfa,NaturalResources.,,115,LaMalfa,,,,L000578
LaMalfa,TransportationandInfrastructure.,,115,LaMalfa,,,,L000578
Lamb,"Science,Space,andTechnology.",,115,Lamb,,,,L000588
Lamb,Veterans’Affairs.,,115,Lamb,,,,L000588
Lamborn,ArmedServices.,,115,Lamborn,,,,L000564
Lamborn,NaturalResources.,,115,Lamborn,,,,L000564
Lance,EnergyandCommerce.,,115,Lance,,,,L000567
Langevin,ArmedServices.,,115,Langevin,,,,L000559
Langevin,HomelandSecurity.,,115,Langevin,,,,L000559
"Larsen,Rick,ofWashington",ArmedServices.,,115,Larsen,"Rick,ofWashington",,,L000560
"Larsen,Rick,ofWashington",TransportationandInfrastructure.,,115,Larsen,"Rick,ofWashington",,,L000560
"Larson,JohnB.,ofConnecticut",WaysandMeans.,,115,Larson,"JohnB.,ofConnecticut",,,L000557
Latta,EnergyandCommerce.,,115,Latta,,,,L000566
Lawrence,OversightandGovernmentReform.,,115,Lawrence,,,,L000581
Lawrence,TransportationandInfrastructure.,,115,Lawrence,,,,L000581
"Lawson,Al,Jr.,ofFlorida",Agriculture.,,115,Lawson,"Al,Jr.,ofFlorida",,,L000586
"Lawson,Al,Jr.,ofFlorida",SmallBusiness.,,115,Lawson,"Al,Jr.,ofFlorida",,,L000586
Lesko,HomelandSecurity.,,115,Lesko,,,,L000589
Lesko,"Science,Space,andTechnology.",,115,Lesko,,,,L000589
Levin,WaysandMeans.,,115,Levin,,,,L000263
"Lewis,Jason,ofMinnesota",Budget.,,115,Lewis,"Jason,ofMinnesota",,,
"Lewis,Jason,ofMinnesota",EducationandtheWorkforce.,,115,Lewis,"Jason,ofMinnesota",,,
"Lewis,Jason,ofMinnesota",TransportationandInfrastructure.,,115,Lewis,"Jason,ofMinnesota",,,
"Lewis,John,ofGeorgia",WaysandMeans.,,115,Lewis,"John,ofGeorgia",,,
"Lewis,John,ofGeorgia",JointCommitteeontheTaxation.,,115,Lewis,"John,ofGeorgia",,,
"Lieu,Ted,ofCalifornia",ForeignAffairs.,,115,Lieu,"Ted,ofCalifornia",,,L000582
"Lieu,Ted,ofCalifornia",Judiciary.,,115,Lieu,"Ted,ofCalifornia",,,L000582
Lipinski,"Science,Space,andTechnology.",,115,Lipinski,,,,L000563
Lipinski,TransportationandInfrastructure.,,115,Lipinski,,,,L000563
LoBiondo,ArmedServices.,,115,LoBiondo,,,,L000554
LoBiondo,TransportationandInfrastructure.,,115,LoBiondo,,,,L000554
LoBiondo,PermanentSelectCommitteeonIntelligence.,,115,LoBiondo,,,,L000554
Loebsack,EnergyandCommerce.,,115,Loebsack,,,,L000565
Lofgren,HouseAdministration.,,115,Lofgren,,,,L000397
Lofgren,"Science,Space,andTechnology.",,115,Lofgren,,,,L000397
Lofgren,JointCommitteeontheLibrary.,,115,Lofgren,,,,L000397
Long,EnergyandCommerce.,,115,Long,,,,L000576
Loudermilk,FinancialServices.,,115,Loudermilk,,,,L000583
Loudermilk,HouseAdministration.,,115,Loudermilk,,,,L000583
Loudermilk,"Science,Space,andTechnology.",,115,Loudermilk,,,,L000583
Loudermilk,JointCommitteeontheLibrary.,,115,Loudermilk,,,,L000583
Love,FinancialServices.,,115,Love,,,,L000584
Lowenthal,NaturalResources.,,115,Lowenthal,,,,L000579
Lowenthal,TransportationandInfrastructure.,,115,Lowenthal,,,,L000579
Lucas,FinancialServices.,,115,Lucas,,,,L000491
Lucas,"Science,Space,andTechnology.",,115,Lucas,,,,L000491
Luetkemeyer,"SmallBusiness,vicechair.",,115,Luetkemeyer,,,,L000569
Luetkemeyer,FinancialServices.,,115,Luetkemeyer,,,,L000569
"Luja´n,BenRay,ofNewMexico",EnergyandCommerce.,,115,Lujan,"BenRay,ofNewMexico",,,L000570
"LujanGrisham,Michelle,of NewMexico",Agriculture.,,115,Lujan Grisham,"Michelle,of",,,L000580
"LujanGrisham,Michelle,of NewMexico",Budget.,,115,Lujan Grisham,"Michelle,of",,,L000580
Lynch,FinancialServices.,,115,Lynch,,,,L000562
Lynch,OversightandGovernmentReform.,,115,Lynch,,,,L000562
MacArthur,FinancialServices.,,115,MacArthur,,,,M001193
"Maloney,CarolynB.,of NewYork",FinancialServices.,,115,Maloney,"CarolynB.,of",,,
"Maloney,CarolynB.,of NewYork",OversightandGovernmentReform.,,115,Maloney,"CarolynB.,of",,,
"Maloney,CarolynB.,of NewYork",JointEconomicCommittee.,,115,Maloney,"CarolynB.,of",,,
"Maloney,SeanPatrick,of NewYork",Agriculture.,,115,Maloney,"SeanPatrick,of",,,
"Maloney,SeanPatrick,of NewYork",TransportationandInfrastructure.,,115,Maloney,"SeanPatrick,of",,,
Marchant,WaysandMeans.,,115,Marchant,,,,M001158
Marino,ForeignAffairs.,,115,Marino,,,,M001179
Marshall,"Science,Space,andTechnology.",,115,Marshall,,,,M001198
Marshall,SmallBusiness.,,115,Marshall,,,,M001198
Massie,OversightandGovernmentReform.,,115,Massie,,,,M001184
Massie,"Science,Space,andTechnology.",,115,Massie,,,,M001184
Massie,TransportationandInfrastructure.,,115,Massie,,,,M001184
Mast,ForeignAffairs.,,115,Mast,,,,M001199
Mast,TransportationandInfrastructure.,,115,Mast,,,,M001199
Matsui,EnergyandCommerce.,,115,Matsui,,,,M001163
McCarthy,MajorityLeader.,,115,McCarthy,,,,M001165
McCaul,"HomelandSecurity,chair.",,115,McCaul,,,,M001157
McCaul,Veterans’Affairs ForeignAffairs.,,115,McCaul,,,,M001157
McClintock,NaturalResources.,,115,McClintock,,,,M001177
McEachin,ArmedServices.,,115,McEachin,,,,M001200
McEachin,NaturalResources.,,115,McEachin,,,,M001200
McHenry,"FinancialServices,vicechair.",,115,McHenry,,,,M001156
McKinley,EnergyandCommerce.,,115,McKinley,,,,M001180
McMorrisRodgers,EnergyandCommerce.,,115,McMorris Rodgers,,,,M001159
McNerney,EnergyandCommerce.,,115,McNerney,,,,M001166
McNerney,"Science,Space,andTechnology.",,115,McNerney,,,,M001166
McSally,ArmedServices.,,115,McSally,,,,M001197
McSally,HomelandSecurity.,,115,McSally,,,,M001197
Meadows,ForeignAffairs.,,115,Meadows,,,,M001187
Meadows,OversightandGovernmentReform.,,115,Meadows,,,,M001187
Meadows,TransportationandInfrastructure.,,115,Meadows,,,,M001187
Meeks,FinancialServices.,,115,Meeks,,,,M001137
Meeks,ForeignAffairs.,,115,Meeks,,,,M001137
Messer,EducationandtheWorkforce.,,115,Messer,,,,M001189
Messer,FinancialServices.,,115,Messer,,,,M001189
Mitchell,ArmedServices.,,115,Mitchell,,,,M001201
Mitchell,OversightandGovernmentReform.,,115,Mitchell,,,,M001201
Mitchell,TransportationandInfrastructure.,,115,Mitchell,,,,M001201
"Mooney,AlexanderX.,of WestVirginia",FinancialServices.,,115,Mooney,"AlexanderX.,of",,,M001195
Moore,FinancialServices.,,115,Moore,,,,M001160
Moulton,ArmedServices.,,115,Moulton,,,,M001196
Mullin,EnergyandCommerce.,,115,Mullin,,,,M001190
Murphy,ArmedServices.,,115,Murphy,,,,
Murphy,SmallBusiness.,,115,Murphy,,,,
Napolitano,NaturalResources.,,115,Napolitano,,,,N000179
