representative,party,transaction_date,ticker,type,industry,sector,price_date_unadjusted,price_date,purchase_price,purchase_price_plus_365
John Curtis,Republican,2/2/2021,DIS,sale_full,Services-Misc. Amusement & Recreation,Consumer Services,2/2/2022,2/2/2022,176.9600067,142.6199951
Trey Hollingsworth,Republican,1/22/2021,EPD,purchase,Natural Gas Distribution,Public Utilities,1/22/2022,1/24/2022,21.55999947,23.64999962
Kathy Manning,Democrat,1/15/2021,APD,purchase,Major Chemicals,Basic Industries,1/15/2022,1/18/2022,286.9100037,286.6000061
Kathy Manning,Democrat,1/15/2021,APD,purchase,Major Chemicals,Basic Industries,1/15/2022,1/18/2022,286.9100037,286.6000061
Kathy Manning,Democrat,1/15/2021,GOOGL,sale_partial,"Computer Software: Programming, Data Processing",Technology,1/15/2022,1/18/2022,86.3809967,135.9980011
Kathy Manning,Democrat,1/15/2021,GOOGL,sale_partial,"Computer Software: Programming, Data Processing",Technology,1/15/2022,1/18/2022,86.3809967,135.9980011
Kathy Manning,Democrat,1/15/2021,GOOG,sale_partial,"Computer Software: Programming, Data Processing",Technology,1/15/2022,1/18/2022,86.80950165,136.2904968
Kathy Manning,Democrat,1/15/2021,AMGN,sale_partial,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,1/15/2022,1/18/2022,245.4900055,233.8300018
Kathy Manning,Democrat,1/15/2021,AMGN,sale_partial,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,1/15/2022,1/18/2022,245.4900055,233.8300018
Kathy Manning,Democrat,1/15/2021,AAPL,sale_partial,Computer Manufacturing,Technology,1/15/2022,1/18/2022,127.1399994,169.8000031
Kathy Manning,Democrat,1/15/2021,AAPL,sale_partial,Computer Manufacturing,Technology,1/15/2022,1/18/2022,127.1399994,169.8000031
Kathy Manning,Democrat,1/15/2021,CAT,purchase,Construction/Ag Equipment/Trucks,Capital Goods,1/15/2022,1/18/2022,194.6199951,229.8699951
Kathy Manning,Democrat,1/15/2021,CNC,purchase,Medical Specialities,Health Care,1/15/2022,1/18/2022,63.99000168,78.69000244
Kathy Manning,Democrat,1/15/2021,CNC,purchase,Medical Specialities,Health Care,1/15/2022,1/18/2022,63.99000168,78.69000244
Kathy Manning,Democrat,1/15/2021,CB,purchase,Property-Casualty Insurers,Finance,1/15/2022,1/18/2022,155.1900024,194.9799957
Kathy Manning,Democrat,1/15/2021,CB,purchase,Property-Casualty Insurers,Finance,1/15/2022,1/18/2022,155.1900024,194.9799957
Kathy Manning,Democrat,1/15/2021,CFG,sale_partial,Major Banks,Finance,1/15/2022,1/18/2022,40.63000107,55.66999817
Kathy Manning,Democrat,1/15/2021,CME,purchase,Investment Bankers/Brokers/Service,Finance,1/15/2022,1/18/2022,191.8200073,223.5
Kathy Manning,Democrat,1/15/2021,EL,purchase,Package Goods/Cosmetics,Consumer Non-Durables,1/15/2022,1/18/2022,249.1300049,310.9500122
Kathy Manning,Democrat,1/15/2021,EXPD,purchase,Oil Refining/Marketing,Consumer Discretionary,1/15/2022,1/18/2022,93.19000244,120.3899994
Kathy Manning,Democrat,1/15/2021,GIS,purchase,Packaged Foods,Consumer Non-Durables,1/15/2022,1/18/2022,56.24000168,69.26000214
Kathy Manning,Democrat,1/15/2021,HD,purchase,RETAIL: Building Materials,Consumer Services,1/15/2022,1/18/2022,275.5899963,366.7200012
Kathy Manning,Democrat,1/15/2021,INTC,sale_full,Semiconductors,Technology,1/15/2022,1/18/2022,57.58000183,54.75999832
Kathy Manning,Democrat,1/15/2021,INTU,purchase,Computer Software: Prepackaged Software,Technology,1/15/2022,1/18/2022,371.0100098,537.8200073
Kathy Manning,Democrat,1/15/2021,JNJ,purchase,Major Pharmaceuticals,Health Care,1/15/2022,1/18/2022,160.3000031,167.1000061
Kathy Manning,Democrat,1/15/2021,JPM,purchase,Major Banks,Finance,1/15/2022,1/18/2022,138.6399994,151.2700043
Kathy Manning,Democrat,1/15/2021,LMT,sale_partial,Military/Government/Technical,Capital Goods,1/15/2022,1/18/2022,347.269989,376.5400085
Kathy Manning,Democrat,1/15/2021,MU,sale_partial,Semiconductors,Technology,1/15/2022,1/18/2022,80.72000122,92.87000275
Kathy Manning,Democrat,1/15/2021,PKG,purchase,Containers/Packaging,Consumer Durables,1/15/2022,1/18/2022,142.5299988,134.3500061
Kathy Manning,Democrat,1/15/2021,PKG,purchase,Containers/Packaging,Consumer Durables,1/15/2022,1/18/2022,142.5299988,134.3500061
Kathy Manning,Democrat,1/15/2021,PYPL,sale_partial,Business Services,Miscellaneous,1/15/2022,1/18/2022,239.7899933,174.4600067
Kathy Manning,Democrat,1/15/2021,PFE,purchase,Major Pharmaceuticals,Health Care,1/15/2022,1/18/2022,36.70000076,54.11000061
Kathy Manning,Democrat,1/15/2021,QCOM,sale_partial,Radio And Television Broadcasting And Communications Equipment,Technology,1/15/2022,1/18/2022,157.0899963,178.8600006
Kathy Manning,Democrat,1/15/2021,SBUX,sale_partial,Restaurants,Consumer Services,1/15/2022,1/18/2022,102.3300018,97.73000336
Kathy Manning,Democrat,1/15/2021,SYY,purchase,Food Distributors,Consumer Non-Durables,1/15/2022,1/18/2022,75.56999969,78.91999817
Kathy Manning,Democrat,1/15/2021,VTRS,purchase,Major Pharmaceuticals,Health Care,1/15/2022,1/18/2022,17.04999924,15.06000042
Kathy Manning,Democrat,1/15/2021,WMT,purchase,Department/Specialty Retail Stores,Consumer Services,1/15/2022,1/18/2022,48.21333313,47.50666809
Kathy Manning,Democrat,1/15/2021,DIS,sale_partial,Services-Misc. Amusement & Recreation,Consumer Services,1/15/2022,1/18/2022,171.4400024,152.2700043
Susie Lee,Democrat,5/12/2022,FLL,purchase,Movies/Entertainment,Consumer Discretionary,5/12/2023,5/12/2023,5.829999924,6.599999905
Anthony E. Gonzalez,Republican,3/5/2021,ESTC,sale_full,Computer Software: Prepackaged Software,Technology,3/5/2022,3/7/2022,123.5500031,76.22000122
Michael K. Simpson,Republican,3/18/2021,AAL,purchase,Air Freight/Delivery Services,Transportation,3/18/2022,3/18/2022,24.70000076,16.75
W. Gregory Steube,Democrat,3/9/2021,SNV,purchase,Major Banks,Finance,3/9/2022,3/9/2022,46.43000031,47.90999985
"Donald S. Beyer, Jr.",Democrat,5/11/2021,FVRR,sale_full,,,5/11/2022,5/11/2022,176.5599976,30.38999939
"Donald S. Beyer, Jr.",Democrat,5/6/2021,FNV,purchase,,,5/6/2022,5/6/2022,146.1300049,150.5399933
"Donald S. Beyer, Jr.",Democrat,5/6/2021,ILMN,sale_full,Biotechnology: Laboratory Analytical Instruments,Capital Goods,5/6/2022,5/6/2022,366.8190613,242.2665405
"Donald S. Beyer, Jr.",Democrat,5/17/2021,LDNXF,sale_full,,,5/17/2022,5/17/2022,102.1900024,91.05000305
"Donald S. Beyer, Jr.",Democrat,5/13/2021,MS,purchase,Investment Bankers/Brokers/Service,Finance,5/13/2022,5/13/2022,84.86000061,80.54000092
"Donald S. Beyer, Jr.",Democrat,5/6/2021,NDAQ,purchase,Investment Bankers/Brokers/Service,Finance,5/6/2022,5/6/2022,54.52666855,50.76333237
"Donald S. Beyer, Jr.",Democrat,5/7/2021,TDOC,sale_full,Medical/Nursing Services,Health Care,5/7/2022,5/9/2022,151.0399933,30.52000046
Mark E. Green,Republican,5/26/2021,CAPL,purchase,Oil Refining/Marketing,Energy,5/26/2022,5/26/2022,18.25,22.18000031
Mark E. Green,Republican,5/26/2021,CAPL,purchase,Oil Refining/Marketing,Energy,5/26/2022,5/26/2022,18.25,22.18000031
Mark E. Green,Republican,5/27/2021,ET,purchase,Natural Gas Distribution,Public Utilities,5/27/2022,5/27/2022,10.01000023,11.64999962
Mark E. Green,Republican,5/27/2021,ENLC,purchase,,,5/27/2022,5/27/2022,4.869999886,11.38000011
Mark E. Green,Republican,5/26/2021,ENLC,purchase,,,5/26/2022,5/26/2022,4.75,10.97000027
Mark E. Green,Republican,5/20/2021,ENLC,purchase,,,5/20/2022,5/20/2022,4.940000057,10.18000031
Mark E. Green,Republican,5/28/2021,ENLC,purchase,,,5/28/2022,5/31/2022,4.880000114,11.39999962
Mark E. Green,Republican,5/20/2021,NGL,purchase,Oil & Gas Production,Energy,5/20/2022,5/20/2022,2.25999999,1.909999967
Earl Blumenauer,Democrat,12/22/2022,AMZN,purchase,Catalog/Specialty Distribution,Consumer Services,12/22/2023,12/22/2023,83.79000092,153.4199982
Earl Blumenauer,Democrat,12/15/2022,INTC,sale_full,Semiconductors,Technology,12/15/2023,12/15/2023,27.14999962,46.15999985
Carol Devine Miller,Republican,12/2/2022,SGENX,purchase,,,12/2/2023,12/4/2023,58.97999954,63.52999878
Carol Devine Miller,Republican,12/22/2022,SHY,purchase,,,12/22/2023,12/22/2023,81.36000061,81.94999695
Carol Devine Miller,Republican,12/2/2022,SCHP,sale_full,,,12/2/2023,12/4/2023,26.91500092,25.56999969
Earl Blumenauer,Democrat,4/15/2021,O,purchase,Real Estate Investment Trusts,Consumer Services,4/15/2022,4/18/2022,64.84496307,73.25
Brian Mast,Republican,2/10/2021,TLRY,sale_full,Biotechnology: Pharmaceutical Preparations,Health Care,2/10/2022,2/10/2022,63.90999985,7
Brian Mast,Republican,2/9/2021,TLRY,sale_partial,Biotechnology: Pharmaceutical Preparations,Health Care,2/9/2022,2/9/2022,42.34999847,6.920000076
Brian Mast,Republican,2/9/2021,TLRY,sale_partial,Biotechnology: Pharmaceutical Preparations,Health Care,2/9/2022,2/9/2022,42.34999847,6.920000076
Brian Mast,Republican,2/16/2021,IPWR,sale_full,Industrial Machinery/Components,Industrials,2/16/2022,2/16/2022,19.80999947,8.960000038
Mary Gay Scanlon,Democrat,2/12/2021,CTVA,sale_full,,,2/12/2022,2/14/2022,44.36999893,50.90000153
Mary Gay Scanlon,Democrat,2/12/2021,DOW,sale_full,,,2/12/2022,2/14/2022,58.15000153,60.83000183
Mary Gay Scanlon,Democrat,2/1/2021,DD,exchange,,,2/1/2022,2/1/2022,73.13999939,77.88999939
Mary Gay Scanlon,Democrat,2/12/2021,IFF,sale_full,Major Chemicals,Industrials,2/12/2022,2/14/2022,134.0599976,131.6100006
Mary Gay Scanlon,Democrat,2/12/2021,ORCL,sale_full,Computer Software: Prepackaged Software,Technology,2/12/2022,2/14/2022,63.08000183,78.94999695
"Charles J. ""Chuck"" Fleischmann",Republican,7/21/2022,PDBC,sale_full,,,7/21/2023,7/21/2023,17,14.46000004
"Charles J. ""Chuck"" Fleischmann",Republican,7/21/2022,IAU,sale_full,,,7/21/2023,7/21/2023,32.65999985,37.16999817
"Charles J. ""Chuck"" Fleischmann",Republican,7/21/2022,IBDP,purchase,,,7/21/2023,7/21/2023,24.79000092,24.63999939
"Charles J. ""Chuck"" Fleischmann",Republican,7/21/2022,HYBB,purchase,,,7/21/2023,7/21/2023,46.21500015,44.93999863
"Charles J. ""Chuck"" Fleischmann",Republican,7/21/2022,IBDU,purchase,,,7/21/2023,7/21/2023,23.21999931,22.45999908
"Charles J. ""Chuck"" Fleischmann",Republican,7/21/2022,IBTK,purchase,,,7/21/2023,7/21/2023,20.94499969,19.64999962
"Charles J. ""Chuck"" Fleischmann",Republican,7/21/2022,SPDW,sale_full,,,7/21/2023,7/21/2023,29.38999939,33.31999969
"Charles J. ""Chuck"" Fleischmann",Republican,7/21/2022,SLYG,sale_full,,,7/21/2023,7/21/2023,76.26000214,79.23999786
"Charles J. ""Chuck"" Fleischmann",Republican,7/21/2022,SLYV,sale_full,,,7/21/2023,7/21/2023,75.43000031,80.05000305
Raúl M. Grijalva,Democrat,12/17/2021,CBOE,sale_full,,,12/17/2022,12/19/2022,128.25,123.2600021
Marie Newman,Democrat,8/13/2021,AAPl,purchase,Computer Manufacturing,Technology,8/13/2022,8/15/2022,149.1000061,173.1900024
Marie Newman,Democrat,8/13/2021,CHWY,sale_full,,,8/13/2022,8/15/2022,95.69999695,49.43000031
Marie Newman,Democrat,8/2/2021,CNA,purchase,Property-Casualty Insurers,Finance,8/2/2022,8/2/2022,43.79999924,39.93999863
Marie Newman,Democrat,8/2/2021,CNA,purchase,Property-Casualty Insurers,Finance,8/2/2022,8/2/2022,43.79999924,39.93999863
Marie Newman,Democrat,8/2/2021,CNA,purchase,Property-Casualty Insurers,Finance,8/2/2022,8/2/2022,43.79999924,39.93999863
Marie Newman,Democrat,7/30/2021,COIN,sale_full,EDP Services,Technology,7/30/2022,8/1/2022,236.5800018,62.70000076
Marie Newman,Democrat,7/30/2021,COIN,sale_full,EDP Services,Technology,7/30/2022,8/1/2022,236.5800018,62.70000076
Marie Newman,Democrat,8/13/2021,COIN,purchase,EDP Services,Technology,8/13/2022,8/15/2022,261.25,91.97000122
Marie Newman,Democrat,8/13/2021,COIN,sale_full,EDP Services,Technology,8/13/2022,8/15/2022,261.25,91.97000122
Marie Newman,Democrat,7/30/2021,COST,sale_full,Department/Specialty Retail Stores,Consumer Services,7/30/2022,8/1/2022,429.7200012,546.8099976
Marie Newman,Democrat,8/6/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,8/6/2022,8/8/2022,289.4599915,280.3200073
Marie Newman,Democrat,8/27/2021,NFLX,sale_full,Consumer Electronics/Video Chains,Consumer Services,8/27/2022,8/29/2022,558.9199829,224.5700073
Marie Newman,Democrat,8/20/2021,CRM,sale_full,Computer Software: Prepackaged Software,Technology,8/20/2022,8/22/2022,256.1300049,176.9799957
Marie Newman,Democrat,8/13/2021,SBUX,purchase,Restaurants,Consumer Services,8/13/2022,8/15/2022,116.7600021,89.16000366
Marie Newman,Democrat,8/2/2021,TSLA,purchase,Auto Manufacturing,Capital Goods,8/2/2022,8/2/2022,236.5566711,300.5866699
Marie Newman,Democrat,8/2/2021,TSLA,sale_full,Auto Manufacturing,Capital Goods,8/2/2022,8/2/2022,236.5566711,300.5866699
Marie Newman,Democrat,8/2/2021,TRV,purchase,Property-Casualty Insurers,Finance,8/2/2022,8/2/2022,148.9499969,156.7100067
Marie Newman,Democrat,8/20/2021,WMT,sale_full,Department/Specialty Retail Stores,Consumer Services,8/20/2022,8/22/2022,50.48333359,44.85666656
Marie Newman,Democrat,8/20/2021,W,sale_full,Catalog/Specialty Distribution,Consumer Services,8/20/2022,8/22/2022,290.519989,54.31999969
Kurt Schrader,Democrat,8/30/2021,CVX,purchase,Integrated oil Companies,Energy,8/30/2022,8/30/2022,98.38999939,160.6199951
Kurt Schrader,Democrat,8/30/2021,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,8/30/2022,8/30/2022,303.5899963,262.9700012
Kurt Schrader,Democrat,8/30/2021,RARE,purchase,Biotechnology: Pharmaceutical Preparations,Health Care,8/30/2022,8/30/2022,95.79000092,49.11999893
Kurt Schrader,Democrat,8/2/2021,BIAWX,sale_full,,,8/2/2022,8/2/2022,46.79999924,39.18999863
Kurt Schrader,Democrat,8/11/2021,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,8/11/2022,8/11/2022,286.9500122,287.019989
Kurt Schrader,Democrat,8/11/2021,AAPL,sale_full,Computer Manufacturing,Technology,8/11/2022,8/11/2022,145.8600006,168.4900055
Kurt Schrader,Democrat,8/11/2021,IQV,sale_full,Biotechnology: Commercial Physical & Biological Resarch,Health Care,8/11/2022,8/11/2022,244.5500031,242
Kurt Schrader,Democrat,8/11/2021,V,sale_full,Business Services,Miscellaneous,8/11/2022,8/11/2022,235.0599976,211.0800018
Kurt Schrader,Democrat,8/11/2021,TMO,sale_full,Industrial Machinery/Components,Capital Goods,8/11/2022,8/11/2022,537.2600098,592.539978
Kurt Schrader,Democrat,8/23/2021,OWLSX,sale_partial,,,8/23/2022,8/23/2022,19.55999947,15.23999977
Josh Gottheimer,Democrat,6/10/2021,ALIZY,purchase,,,6/10/2022,6/10/2022,26.53000069,19.18000031
Josh Gottheimer,Democrat,6/9/2021,GOOG,purchase,"Computer Software: Programming, Data Processing",Technology,6/9/2022,6/9/2022,124.5699997,114.9179993
Josh Gottheimer,Democrat,6/8/2021,ATRC,sale_partial,Medical/Dental Instruments,Health Care,6/8/2022,6/8/2022,73.76999664,42.09000015
Josh Gottheimer,Democrat,6/8/2021,BIIB,purchase,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,6/8/2022,6/8/2022,395.3699951,206.7299957
Josh Gottheimer,Democrat,6/8/2021,BOOT,purchase,Clothing/Shoe/Accessory Stores,Consumer Discretionary,6/8/2022,6/8/2022,75.18000031,87.44999695
Josh Gottheimer,Democrat,6/24/2021,KO,sale_full,Beverages (Production/Distribution),Consumer Non-Durables,6/24/2022,6/24/2022,54.38999939,63.04000092
Josh Gottheimer,Democrat,6/15/2021,CTSH,sale_partial,EDP Services,Technology,6/15/2022,6/15/2022,70.34999847,68.48999786
Josh Gottheimer,Democrat,6/24/2021,DVN,sale_full,Oil & Gas Production,Energy,6/24/2022,6/24/2022,29.73999977,53.77000046
Josh Gottheimer,Democrat,6/15/2021,ETSY,sale_partial,Business Services,Miscellaneous,6/15/2022,6/15/2022,166.0599976,76.05000305
Josh Gottheimer,Democrat,6/3/2021,EXAS,sale_partial,Biotechnology: Commercial Physical & Biological Resarch,Health Care,6/3/2022,6/3/2022,107.9100037,47.54999924
Josh Gottheimer,Democrat,6/24/2021,MTDR,purchase,Oil & Gas Production,Energy,6/24/2022,6/24/2022,36.13999939,47.00999832
Josh Gottheimer,Democrat,6/22/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,6/22/2022,6/22/2022,265.5100098,253.1300049
Josh Gottheimer,Democrat,6/22/2021,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,6/22/2022,6/22/2022,265.5100098,253.1300049
Josh Gottheimer,Democrat,6/22/2021,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,6/22/2022,6/22/2022,265.5100098,253.1300049
Josh Gottheimer,Democrat,6/15/2021,PNGAY,sale_partial,,,6/15/2022,6/15/2022,20.44000053,12.89000034
Josh Gottheimer,Democrat,6/24/2021,PGR,purchase,Property-Casualty Insurers,Finance,6/24/2022,6/24/2022,95.69000244,115.9899979
Josh Gottheimer,Democrat,6/24/2021,SITE,sale_full,,,6/24/2022,6/24/2022,168.3699951,126.1399994
Josh Gottheimer,Democrat,6/8/2021,SF,sale_partial,Investment Bankers/Brokers/Service,Finance,6/8/2022,6/8/2022,65.98999786,64.06999969
Josh Gottheimer,Democrat,6/4/2021,TSLA,sale_partial,Auto Manufacturing,Capital Goods,6/4/2022,6/6/2022,199.6833344,238.2799988
Alan S. Lowenthal,Democrat,7/8/2021,KRE,sale_full,,,7/8/2022,7/8/2022,62.00999832,59.27000046
Alan S. Lowenthal,Democrat,7/6/2021,JNJ,sale_full,Major Pharmaceuticals,Health Care,7/6/2022,7/6/2022,167.9700012,178.3000031
Alan S. Lowenthal,Democrat,7/8/2021,KRE,sale_full,,,7/8/2022,7/8/2022,62.00999832,59.27000046
Alan S. Lowenthal,Democrat,7/7/2021,UBER,purchase,,,7/7/2022,7/7/2022,48.68000031,22.73999977
Mark E. Green,Republican,5/6/2021,AM,sale_full,Natural Gas Distribution,Public Utilities,5/6/2022,5/6/2022,9.130000114,10.63000011
Mark E. Green,Republican,4/28/2021,LINK-USD,purchase,,,4/28/2022,4/28/2022,36.22083664,12.66281319
Mark E. Green,Republican,5/3/2021,ET,purchase,Natural Gas Distribution,Public Utilities,5/3/2022,5/3/2022,8.630000114,11.73999977
Mark E. Green,Republican,5/7/2021,ET,purchase,Natural Gas Distribution,Public Utilities,5/7/2022,5/9/2022,9.840000153,10.82999992
Mark E. Green,Republican,5/6/2021,ET,purchase,Natural Gas Distribution,Public Utilities,5/6/2022,5/6/2022,9.199999809,11.63000011
Mark E. Green,Republican,5/5/2021,ET,purchase,Natural Gas Distribution,Public Utilities,5/5/2022,5/5/2022,8.949999809,11.88000011
Mark E. Green,Republican,5/7/2021,GLP,sale_full,Oil Refining/Marketing,Energy,5/7/2022,5/9/2022,24.84000015,24.85000038
Mark E. Green,Republican,5/5/2021,NGL,purchase,Oil & Gas Production,Energy,5/5/2022,5/5/2022,2.130000114,1.950000048
Mark E. Green,Republican,5/6/2021,NGL,purchase,Oil & Gas Production,Energy,5/6/2022,5/6/2022,2.119999886,2
Mark E. Green,Republican,4/21/2021,NGL,purchase,Oil & Gas Production,Energy,4/21/2022,4/21/2022,1.950000048,2.25999999
Mark E. Green,Republican,5/5/2021,USAC,sale_full,Oilfield Services/Equipment,Energy,5/5/2022,5/5/2022,14.85999966,17.53000069
Susie Lee,Democrat,4/21/2021,MRVL,exchange,Semiconductors,Technology,4/21/2022,4/21/2022,47.47999954,59.95000076
Susie Lee,Democrat,4/26/2021,TAP,purchase,Beverages (Production/Distribution),Consumer Non-Durables,4/26/2022,4/26/2022,52.93999863,54.16999817
Susie Lee,Democrat,4/26/2021,SAIC,sale_full,,,4/26/2022,4/26/2022,87.26999664,86.04000092
Susie Lee,Democrat,4/14/2021,SCI,sale_partial,Other Consumer Services,Consumer Services,4/14/2022,4/14/2022,51.68000031,70.37000275
Susie Lee,Democrat,4/27/2021,JOE,sale_partial,Homebuilding,Real Estate,4/27/2022,4/27/2022,45.93999863,53.84999847
Susie Lee,Democrat,4/1/2021,TER,purchase,Electrical Products,Capital Goods,4/1/2022,4/1/2022,128.8099976,116.3700027
John Curtis,Republican,12/20/2022,AMD,purchase,Semiconductors,Technology,12/20/2023,12/20/2023,65.05000305,135.4700012
John Curtis,Republican,12/20/2022,BAC,sale_partial,Major Banks,Finance,12/20/2023,12/20/2023,32.18999863,32.97999954
John Curtis,Republican,12/20/2022,ELV,sale_full,Medical Specialities,Health Care,12/20/2023,12/20/2023,504.6499939,459.230011
John Curtis,Republican,12/20/2022,JPM,sale_partial,Major Banks,Finance,12/20/2023,12/20/2023,130.6900024,166.5500031
John Curtis,Republican,12/20/2022,UNH,sale_partial,Medical Specialities,Health Care,12/20/2023,12/20/2023,520.210022,515.9299927
John Curtis,Republican,12/20/2022,ZTS,purchase,Major Pharmaceuticals,Health Care,12/20/2023,12/20/2023,142.4700012,194.6300049
Pete Sessions,Republican,7/8/2022,DBRG,purchase,Real Estate Investment Trusts,Real Estate,7/8/2023,7/10/2023,20.44000053,15.47999954
Pete Sessions,Republican,7/8/2022,NVDA,purchase,Semiconductors,Technology,7/8/2023,7/10/2023,15.8380003,42.18000031
