Symbol,Name,Country,IPO Year,Volume,Sector,Industry
EE,Excelerate Energy Inc. Class A Common Stock,United States,2022,138213,Utilities,Oil/Gas Transmission
EEA,The European Equity Fund Inc. Common Stock,United States,,5324,Finance,Trusts Except Educational Religious and Charitable
EEFT,Euronet Worldwide Inc. Common Stock,United States,1997,142675,Finance,Investment Bankers/Brokers/Service
EEIQ,EpicQuest Education Group International Limited Common Stock,United States,2021,6313,Real Estate,Other Consumer Services
EEX,Emerald Holding Inc. Common Stock,United States,2017,56124,Consumer Discretionary,Business Services
EFC,Ellington Financial Inc. Common Stock ,United States,2010,410762,Finance,Real Estate
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,12813,,
EFC^B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,United States,,5065,,
EFC^C,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock,United States,,26426,,
EFC^D,Ellington Financial Inc. 7.00% Series D Cumulative Perpetual Redeemable Preferred Stock,United States,,780,,
EFC^E,Ellington Financial Inc. 8.250% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,4264,,
EFOI,Energy Focus Inc. Common Stock,United States,,5591,Consumer Discretionary,Building Products
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,United States,2003,59698,Finance,Trusts Except Educational Religious and Charitable
EFSC,Enterprise Financial Services Corporation Common Stock,United States,,142335,Finance,Major Banks
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,4979,Finance,Major Banks
EFSH,1847 Holdings LLC Common Shares,,2022,606265,Consumer Discretionary,Professional Services
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,United States,2004,62918,Finance,Finance Companies
EFX,Equifax Inc. Common Stock,United States,,734603,Finance,Finance: Consumer Services
EFXT,Enerflex Ltd Common Shares,Canada,2022,94627,Industrials,Industrial Machinery/Components
EG,Everest Group Ltd. Common Stock,Bermuda,,264890,Finance,Property-Casualty Insurers
EGAN,eGain Corporation Common Stock,United States,1999,26212,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,United States,,166767,Finance,Major Banks
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,United States,2005,394,Finance,Trusts Except Educational Religious and Charitable
EGHT,8x8 Inc Common Stock,United States,,361316,Technology,EDP Services
EGY,VAALCO Energy Inc.  Common Stock,United States,,361425,Energy,Oil & Gas Production
EH,EHang Holdings Limited ADS,China,2019,1196337,Industrials,Military/Government/Technical
EHAB,Enhabit Inc. Common Stock,United States,2022,198362,Health Care,Medical/Nursing Services
EHC,Encompass Health Corporation Common Stock,United States,,273193,Health Care,Hospital/Nursing Management
EHGO,Eshallgo Inc. Class A Ordinary Shares,China,2024,86058,Consumer Discretionary,Diversified Commercial Services
EHI,Western Asset Global High Income Fund Inc Common Stock,United States,2003,76311,Finance,Investment Managers
EHTH,eHealth Inc. Common Stock,United States,2006,51416,Finance,Specialty Insurers
EIC,Eagle Point Income Company Inc. Common Stock,,2019,127180,Finance,Finance/Investors Services
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,,2021,3336,Finance,Finance/Investors Services
EICB,Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,,,1992,,
EICC,Eagle Point Income Company Inc. 8.00% Series C Term Preferred Stock due 2029,,,15533,,
EIG,Employers Holdings Inc Common Stock,United States,2007,76544,Finance,Property-Casualty Insurers
EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029,,2024,2675,,
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,2002,84288,Finance,Finance/Investors Services
EIX,Edison International Common Stock,United States,,1243722,Utilities,Electric Utilities: Central
EJH,E-Home Household Service Holdings Limited Ordinary Shares,China,2021,197989,Consumer Discretionary,Other Consumer Services
EKSO,Ekso Bionics Holdings Inc. Common Stock,United States,,91608,Industrials,Industrial Machinery/Components
EL,Estee Lauder Companies Inc. (The) Common Stock,United States,1995,3620305,Consumer Discretionary,Package Goods/Cosmetics
ELA,Envela Corporation Common Stock,United States,,18284,Consumer Discretionary,Consumer Specialties
ELAB,Elevai Labs Inc. Common Stock,United States,2023,709376,Health Care,Biotechnology: Pharmaceutical Preparations
ELAN,Elanco Animal Health Incorporated Common Stock,United States,2018,1641844,Health Care,Biotechnology: Pharmaceutical Preparations
ELBM,Electra Battery Materials Corporation Common Stock,Canada,,29152,Miscellaneous,Industrial Machinery/Components
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,United States,2016,101561,Utilities,Electric Utilities: Central
ELDN,Eledon Pharmaceuticals Inc. Common Stock,United States,2014,298191,Health Care,Biotechnology: Pharmaceutical Preparations
ELEV,Elevation Oncology Inc. Common stock,United States,2021,676073,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELF,e.l.f. Beauty Inc. Common Stock,United States,2016,901293,Consumer Discretionary,Package Goods/Cosmetics
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),Israel,,376,Utilities,Electric Utilities: Central
ELMD,Electromed Inc. Common Stock,United States,2011,35017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELME,Elme Communities Common Stock,United States,2000,424532,Real Estate,Real Estate Investment Trusts
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),Brazil,2021,479499,Utilities,Electric Utilities: Central
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),Brazil,2023,4498,Utilities,Electric Utilities: Central
ELPW,Elong Power Holding Limited Class A Ordinary Shares,China,,160541,,
ELS,Equity Lifestyle Properties Inc. Common Stock,United States,,674407,Real Estate,Real Estate Investment Trusts
ELSE,Electro-Sensors Inc. Common Stock,United States,,340,Industrials,Industrial Machinery/Components
ELTK,Eltek Ltd. Ordinary Shares,Israel,1997,3220,Technology,Electrical Products
ELTX,Elicio Therapeutics Inc. Common Stock,United States,2021,22833,Health Care,Biotechnology: Pharmaceutical Preparations
ELUT,Elutia Inc. Class A Common Stock,United States,2020,23925,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELV,Elevance Health Inc. Common Stock,United States,,1580707,Health Care,Medical Specialities
ELVA,Electrovaya Inc. Common Shares,Canada,,26501,,
ELVN,Enliven Therapeutics Inc. Common Stock,United States,2020,112338,Health Care,Biotechnology: Pharmaceutical Preparations
ELWS,Earlyworks Co. Ltd. American Depositary Shares,Japan,2023,77676,Technology,EDP Services
EM,Smart Share Global Limited American Depositary Shares,China,2021,9408,Consumer Discretionary,Other Consumer Services
EMBC,Embecta Corp. Common Stock,United States,,365474,Health Care,Medical/Dental Instruments
EMCG,Embrace Change Acquisition Corp Ordinary Shares,United States,2022,1,Finance,Blank Checks
EMCGR,Embrace Change Acquisition Corp Rights,United States,2022,25,Finance,Blank Checks
EMCGW,Embrace Change Acquisition Corp Warrants,United States,2022,50,Finance,Blank Checks
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,United States,,65624,Finance,Finance/Investors Services
EME,EMCOR Group Inc. Common Stock,United States,,177401,Industrials,Engineering & Construction
EMF,Templeton Emerging Markets Fund Common Stock,United States,1987,28974,Finance,Finance/Investors Services
EMKR,EMCORE Corporation Common Stock,United States,1997,105504,Technology,Semiconductors
EML,Eastern Company (The) Common Stock,United States,,8245,Consumer Discretionary,Industrial Machinery/Components
EMN,Eastman Chemical Company Common Stock,United States,,498659,Industrials,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,United States,2011,51174,Finance,Investment Managers
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,United States,2016,92994,Utilities,Electric Utilities: Central
EMR,Emerson Electric Company Common Stock,United States,,1531723,Technology,Consumer Electronics/Appliances
EMX,EMX Royalty Corporation Common Shares (Canada),Canada,,74112,Basic Materials,Metal Mining
ENB,Enbridge Inc Common Stock,Canada,,2007251,Energy,Natural Gas Distribution
ENFN,Enfusion Inc. Class A Common Stock,United States,2021,296370,Technology,Computer Software: Prepackaged Software
ENFY,Enlightify Inc. Common Stock,China,,68964,Industrials,Agricultural Chemicals
ENG,ENGlobal Corporation Common Stock,United States,,11206,Consumer Discretionary,Military/Government/Technical
ENGN,enGene Holdings Inc. Common Stock,Canada,,39007,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),Chile,2016,179628,Utilities,Electric Utilities: Central
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,United States,,287,Utilities,Power Generation
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,United States,,1240045,Utilities,Natural Gas Distribution
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,Israel,2023,4817,Utilities,Electric Utilities: Central
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Israel,2014,30821,Health Care,Biotechnology: Pharmaceutical Preparations
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,United States,2016,32248,Utilities,Power Generation
ENOV,Enovis Corporation Common Stock,United States,,249656,Health Care,Industrial Specialties
ENPH,Enphase Energy Inc. Common Stock,United States,2012,2788506,Technology,Semiconductors
ENR,Energizer Holdings Inc. Common Stock,United States,2015,262559,Miscellaneous,Industrial Machinery/Components
ENS,EnerSys Common Stock,United States,2004,117752,Technology,Industrial Machinery/Components
ENSC,Ensysce Biosciences Inc. Common Stock,United States,,522091,Health Care,Biotechnology: Pharmaceutical Preparations
ENSG,The Ensign Group Inc. Common Stock,United States,2007,176520,Health Care,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc. Common Stock,United States,2013,225002,Health Care,Biotechnology: Pharmaceutical Preparations
ENTG,Entegris Inc. Common Stock,United States,2000,1077445,Industrials,Plastic Products
ENTO,Entero Therapeutics Inc. Common Stock,United States,2016,25191,Health Care,Biotechnology: Pharmaceutical Preparations
ENTX,Entera Bio Ltd. Ordinary Shares,Israel,2018,6238,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENVA,Enova International Inc. Common Stock,United States,2014,100793,Finance,Finance: Consumer Services
ENVB,Enveric Biosciences Inc. Common Stock,United States,,17152,Health Care,Biotechnology: Pharmaceutical Preparations
ENVX,Enovix Corporation Common Stock,United States,2021,2578672,Miscellaneous,Industrial Machinery/Components
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,2002,26972,Finance,Finance/Investors Services
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),United States,1988,203024,Health Care,Medical Specialities
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,United States,2007,77636,Finance,Investment Managers
EOG,EOG Resources Inc. Common Stock,United States,,1837737,Energy,Oil & Gas Production
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,United States,2004,50788,Finance,Finance/Investors Services
EOLS,Evolus Inc. Common Stock,United States,2018,518581,Health Care,Biotechnology: Pharmaceutical Preparations
EONR,EON Resources Inc. Class A Common Stock,,2022,29360,Energy,Oil & Gas Production
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,,2005,65445,Finance,Trusts Except Educational Religious and Charitable
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States,,5458111,Miscellaneous,Industrial Machinery/Components
EOSEW,Eos Energy Enterprises Inc. Warrant,United States,,472785,Miscellaneous,Industrial Machinery/Components
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,United States,2009,17626,Finance,Investment Bankers/Brokers/Service
EP,Empire Petroleum Corporation Common Stock,United States,2022,36887,Energy,Oil & Gas Production
EP^C,El Paso Corporation Preferred Stock,United States,,17784,,
EPAC,Enerpac Tool Group Corp. Common Stock,United States,,278932,Technology,Industrial Machinery/Components
EPAM,EPAM Systems Inc. Common Stock,United States,2012,269800,Technology,EDP Services
EPC,Edgewell Personal Care Company Common Stock,United States,,295300,Consumer Discretionary,Package Goods/Cosmetics
EPD,Enterprise Products Partners L.P. Common Stock,United States,,4728846,Utilities,Natural Gas Distribution
EPIX,ESSA Pharma Inc. Common Stock,Canada,,49268,Health Care,Biotechnology: Pharmaceutical Preparations
EPM,Evolution Petroleum Corporation Inc. Common Stock,United States,,71110,Energy,Oil & Gas Production
EPOW,Sunrise New Energy Co. Ltd Class A Ordinary Shares,China,2021,314231,Consumer Discretionary,Business Services
EPR,EPR Properties Common Stock,United States,1997,330905,Real Estate,Real Estate Investment Trusts
EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,United States,,2290,,
EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,United States,,7456,,
EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,United States,,905,,
EPRT,Essential Properties Realty Trust Inc. Common Stock,United States,2018,1079218,Real Estate,Real Estate Investment Trusts
EPRX,Eupraxia Pharmaceuticals Inc. Common Stock,Canada,,11170,Health Care,Pharmaceuticals and Biotechnology
EPSN,Epsilon Energy Ltd. Common Share,United States,,20753,Energy,Oil & Gas Production
EQ,Equillium Inc. Common Stock,United States,2018,17575,Health Care,Biotechnology: Pharmaceutical Preparations
EQBK,Equity Bancshares Inc. Class A Common Stock,United States,,29274,Finance,Major Banks
EQC,Equity Commonwealth Common Shares of Beneficial Interest,United States,,813155,Real Estate,Real Estate Investment Trusts
EQC^D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,United States,,16839,,
EQH,Equitable Holdings Inc. Common Stock,United States,2018,889875,Finance,Specialty Insurers
EQH^A,Equitable Holdings Inc. Depositary Shares,United States,,81963,,
EQH^C,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,United States,,35358,,
EQIX,Equinix Inc. Common Stock REIT,United States,2000,362808,Real Estate,Real Estate Investment Trusts
EQNR,Equinor ASA,Norway,,1286889,Energy,Integrated oil Companies
EQR,Equity Residential Common Shares of Beneficial Interest,United States,,1464554,Real Estate,Real Estate Investment Trusts
EQS,Equus Total Return Inc. Common Stock,United States,,12692,Finance,Finance/Investors Services
